Id,SalePrice
1730,164939.93
1731,129990.25
1732,123214.25
1733,122398.75
1734,133798.25
1735,124515.5
1736,124398.0
1737,258355.095
1738,181616.755
1739,345774.365
1740,328398.59
1741,186009.84
1742,170413.69
1743,172110.29
1744,191793.25
1745,202393.82
1746,193318.34
1747,188354.5
1748,230154.98
1749,156913.495
1750,146327.445
1751,208108.895
1752,123514.25
1753,157896.625
1754,179728.53
1755,169729.12
1756,122286.75
1757,122364.25
1758,149381.875
1759,168984.5
1760,149000.625
1761,154149.93
1762,164396.96
1763,152876.14
1764,118641.23
1765,158660.625
1766,156269.625
1767,179418.25
1768,138979.7
1769,153440.0
1770,131971.25
1771,140567.95
1772,144121.015
1773,144731.685
1774,169454.605
1775,128909.955
1776,144349.25
1777,107221.61
1778,114960.03
1779,140032.4
1780,170029.17
1781,141217.355
1782,116795.25
1783,133016.04
1784,93819.96
1785,120360.435
1786,144602.55
1787,136471.98
1788,84428.0
1789,103616.0
1790,83185.46
1791,203159.69
1792,155229.875
1793,136826.5
1794,125052.8
1795,144381.06
1796,138030.125
1797,115756.21
1798,131485.0
1799,101026.48
1800,142287.825
1801,135808.25
1802,127435.49
1803,160638.34
1804,132692.75
1805,133610.93
1806,121089.5
1807,135747.62
1808,121163.26
1809,141014.53
1810,145598.525
1811,132589.37
1812,131976.45
1813,122313.63
1814,104870.5
1815,82456.61
1816,103833.62
1817,132352.29
1818,137316.84
1819,117720.74
1820,97196.12
1821,105817.095
1822,139632.15
1823,103162.62
1824,136142.03
1825,138185.105
1826,112906.84
1827,107258.6
1828,134747.75
1829,113750.075
1830,142853.82
1831,149587.05
1832,154891.7
1833,152628.84
1834,130526.285
1835,128088.37
1836,126709.445
1837,96171.12
1838,135443.41
1839,91212.5
1840,182538.255
1841,158228.605
1842,108253.38
1843,144041.0
1844,138286.15
1845,143822.75
1846,155125.935
1847,233764.72
1848,93813.38
1849,165638.5
1850,131065.755
1851,159700.26
1852,129879.205
1853,146300.79
1854,139534.52
1855,181733.57
1856,185920.255
1857,182646.095
1858,168374.71
1859,136834.88
1860,141156.065
1861,137143.63
1862,301502.285
1863,298042.015
1864,298042.015
1865,291808.925
1866,318022.76
1867,232632.2
1868,304933.86
1869,190602.56
1870,189399.0
1871,224886.07
1872,179254.085
1873,187804.755
1874,144837.8
1875,224888.05
1876,210793.5
1877,192132.275
1878,221846.89
1879,132116.8
1880,130478.0
1881,240353.51
1882,258290.635
1883,207858.1
1884,229870.28
1885,233024.94
1886,298609.065
1887,189305.34
1888,244536.655
1889,179236.445
1890,147106.31
1891,146593.03
1892,122336.75
1893,151274.25
1894,150518.125
1895,157726.5
1896,117570.21
1897,117650.21
1898,101922.04
1899,133095.22
1900,103490.58
1901,166191.42
1902,163179.185
1903,206111.775
1904,133144.65
1905,167993.0
1906,131875.63
1907,240834.1
1908,95432.0
1909,113671.58
1910,113671.58
1911,186043.755
1912,235516.97
1913,130986.305
1914,92725.0
1915,260912.835
1916,105415.26
1917,248814.13
1918,130819.15
1919,160475.605
1920,228962.095
1921,385454.745
1922,271617.905
1923,192630.0
1924,221197.46
1925,247336.82
1926,367507.92
1927,137270.75
1928,164453.0
1929,123984.25
1930,147651.02
1931,141235.02
1932,141868.5
1933,163305.375
1934,181173.755
1935,178720.235
1936,182308.535
1937,182513.035
1938,191639.69
1939,246861.58
1940,185872.9
1941,182513.035
1942,208725.6
1943,188499.43
1944,314046.815
1945,342720.84
1946,173538.0
1947,301701.98
1948,196946.7
1949,270755.605
1950,170073.555
1951,235461.99
1952,185939.25
1953,162668.305
1954,181970.5
1955,129565.5
1956,248122.43
1957,169515.0
1958,282631.815
1959,159344.12
1960,129315.05
1961,124448.25
1962,91785.0
1963,92277.5
1964,114766.595
1965,138221.75
1966,136963.935
1967,247269.565
1968,426348.96
1969,373537.47
1970,382139.3
1971,365035.89
1972,292175.55
1973,256063.95
1974,300083.27
1975,406545.13
1976,238127.38
1977,352756.98
1978,382231.125
1979,328737.45
1980,193718.6
1981,298589.12
1982,193276.95
1983,193276.95
1984,178333.05
1985,208696.665
1986,232019.26
1987,174169.755
1988,180362.255
1989,206818.9
1990,221460.83
1991,195792.8
1992,228760.9
1993,179723.265
1994,253815.53
1995,181303.755
1996,278126.515
1997,276713.75
1998,341054.09
1999,250763.5
2000,303337.48
2001,256324.575
2002,244400.29
2003,198659.48
2004,243222.055
2005,218026.83
2006,195386.7
2007,256724.15
2008,186469.16
2009,206921.85
2010,185102.165
2011,149900.78
2012,184268.415
2013,189007.8
2014,181253.255
2015,184657.165
2016,206565.6
2017,210846.55
2018,130980.25
2019,123163.25
2020,124550.25
2021,123135.75
2022,176341.95
2023,147697.75
2024,300707.26
2025,347370.38
2026,172396.695
2027,163968.63
2028,167840.64
2029,170808.19
2030,247794.75
2031,187417.445
2032,190743.385
2033,215547.57
2034,168337.51
2035,215075.63
2036,165250.38
2037,165480.38
2038,287136.155
2039,199077.755
2040,283098.31
2041,185741.0
2042,221272.65
2043,157511.24
2044,157143.6
2045,178044.39
2046,150409.425
2047,159156.045
2048,124368.0
2049,151301.3
2050,173945.0
2051,124849.63
2052,145180.31
2053,146141.185
2054,71240.535
2055,154811.625
2056,145894.605
2057,120251.63
2058,196287.595
2059,141461.575
2060,152450.125
2061,166376.0
2062,143005.935
2063,115959.23
2064,139859.0
2065,119967.33
2066,183312.0
2067,143063.89
2068,194288.62
2069,103531.55
2070,108695.46
2071,89795.38
2072,142699.1
2073,137230.43
2074,151333.25
2075,143864.5
2076,111924.73
2077,144097.575
2078,133089.75
2079,122205.13
2080,114689.23
2081,119074.33
2082,144845.39
2083,131148.75
2084,111761.23
2085,140302.385
2086,149477.28
2087,118477.71
2088,115789.9
2089,89301.5
2090,133072.785
2091,136460.82
2092,131336.29
2093,148248.65
2094,104065.8
2095,127515.63
2096,105002.3
2097,95867.88
2098,137587.75
2099,57006.195
2100,152808.64
2101,135932.525
2102,139635.305
2103,92658.38
2104,176700.765
2105,127729.495
2106,99794.96
2107,230136.665
2108,130724.3
2109,137079.675
2110,126811.17
2111,139528.39
2112,138703.525
2113,115580.83
2114,112431.38
2115,138269.155
2116,107135.3
2117,137620.195
2118,117045.79
2119,107741.415
2120,97361.345
2121,109390.91
2122,95186.0
2123,97578.685
2124,145049.55
2125,130221.785
2126,137196.95
2127,148179.65
2128,127267.575
2129,92903.12
2130,158532.375
2131,130846.815
2132,111077.0
2133,107390.7
2134,115838.46
2135,93544.12
2136,123525.38
2137,126924.29
2138,142435.25
2139,157795.055
2140,134515.75
2141,137985.9
2142,143423.995
2143,145593.295
2144,139018.85
2145,127212.75
2146,181598.185
2147,158281.625
2148,118773.79
2149,125988.75
2150,186697.95
2151,91421.0
2152,173013.0
2153,150316.625
2154,127095.5
2155,111344.04
2156,275376.16
2157,223798.07
2158,253750.64
2159,192272.4
2160,179213.125
2161,243443.465
2162,384072.61
2163,329069.95
2164,219393.86
2165,162097.5
2166,144837.8
2167,188727.84
2168,214117.43
2169,193907.15
2170,221723.98
2171,158696.555
2172,143285.87
2173,185710.25
2174,251575.73
2175,198272.315
2176,306683.015
2177,283319.555
2178,214310.43
2179,144722.52
2180,284086.39
2181,192755.775
2182,241106.515
2183,195332.44
2184,146251.495
2185,141515.0
2186,137848.435
2187,154329.055
2188,157238.81
2189,279517.73
2190,120062.1
2191,127224.1
2192,112706.23
2193,102386.5
2194,116184.01
2195,114227.73
2196,139009.14
2197,112889.26
2198,140134.175
2199,156161.9
2200,122061.58
2201,126434.08
2202,156778.25
2203,162147.0
2204,153740.25
2205,118556.01
2206,126530.605
2207,164077.75
2208,184523.25
2209,240934.94
2210,95397.0
2211,107095.3
2212,112656.71
2213,116198.46
2214,139315.5
2215,108148.42
2216,166123.17
2217,110355.0
2218,111078.04
2219,87461.5
2220,77974.21
2221,260912.835
2222,248384.04
2223,362979.14
2224,218662.08
2225,165361.91
2226,241186.485
2227,210011.085
2228,247132.03
2229,220204.13
2230,180617.425
2231,187120.51
2232,230561.68
2233,184825.255
2234,193577.275
2235,231640.54
2236,303451.655
2237,337418.035
2238,189617.29
2239,146962.52
2240,173272.17
2241,161056.555
2242,135395.75
2243,130992.1
2244,86979.055
2245,85001.055
2246,160451.805
2247,94388.5
2248,129528.1
2249,129548.4
2250,135354.0
2251,181020.65
2252,166803.5
2253,179733.265
2254,182833.035
2255,181173.755
2256,188639.95
2257,234907.48
2258,182541.255
2259,180993.255
2260,155959.805
2261,182429.29
2262,187947.58
2263,326634.215
2264,383680.885
2265,184669.25
2266,243005.49
2267,401650.665
2268,376696.96
2269,171439.395
2270,169826.125
2271,176275.75
2272,183637.75
2273,170668.47
2274,165949.37
2275,161718.605
2276,149522.855
2277,164377.83
2278,161557.5
2279,125285.25
2280,129736.25
2281,181663.85
2282,188979.515
2283,92861.04
2284,110781.25
2285,136963.935
2286,131862.5
2287,316718.36
2288,292527.165
2289,395154.92
2290,378419.775
2291,332949.235
2292,388967.385
2293,415072.76
2294,395654.77
2295,422351.94
2296,268111.52
2297,256400.065
2298,319800.42
2299,425616.08
2300,289141.57
2301,226099.325
2302,234860.56
2303,276665.08
2304,191544.56
2305,188223.455
2306,188223.455
2307,192317.24
2308,223145.785
2309,233823.15
2310,193424.95
2311,181672.29
2312,181713.925
2313,180421.265
2314,189996.84
2315,180847.425
2316,208444.05
2317,189727.17
2318,182557.325
2319,182557.325
2320,186381.51
2321,226561.06
2322,174495.255
2323,183215.825
2324,179606.215
2325,231116.61
2326,179801.265
2327,216096.1
2328,216882.4
2329,182308.535
2330,182308.535
2331,333190.01
2332,349449.59
2333,320483.965
2334,260715.495
2335,254340.575
2336,309139.715
2337,195224.94
2338,233471.83
2339,229914.79
2340,363484.64
2341,227263.28
2342,219553.585
2343,216950.985
2344,246827.25
2345,191152.57
2346,192638.4
2347,189831.605
2348,222715.855
2349,191138.5
2350,245667.605
2351,246949.555
2352,275473.555
2353,305112.22
2354,147644.5
2355,148080.02
2356,149795.28
2357,221864.525
2358,219628.05
2359,114317.04
2360,128909.7
2361,134786.75
2362,295902.9
2363,137302.55
2364,145455.67
2365,185621.76
2366,170657.58
2367,229845.415
2368,184829.665
2369,223580.785
2370,170278.19
2371,171110.19
2372,188871.14
2373,244332.54
2374,276200.94
2375,231581.44
2376,232730.5
2377,254754.49
2378,153543.055
2379,169563.14
2380,141815.68
2381,157949.305
2382,166085.0
2383,223811.645
2384,247322.55
2385,147349.995
2386,141857.875
2387,141998.2
2388,149563.23
2389,128881.13
2390,160465.685
2391,126451.75
2392,123630.25
2393,145666.13
2394,135751.25
2395,162906.96
2396,156714.62
2397,175832.5
2398,112146.17
2399,89301.5
2400,63671.865
2401,117046.75
2402,137162.4
2403,143155.375
2404,154282.43
2405,146870.31
2406,121505.63
2407,125051.58
2408,139089.31
2409,142718.31
2410,147938.625
2411,121680.88
2412,153680.5
2413,143060.0
2414,145037.0
2415,141750.11
2416,114835.73
2417,120403.31
2418,119890.83
2419,129841.93
2420,118502.33
2421,152612.125
2422,118786.25
2423,126323.01
2424,146664.5
2425,301303.29
2426,102955.0
2427,139849.595
2428,142113.75
2429,123424.25
2430,127051.5
2431,138640.465
2432,131822.5
2433,141864.45
2434,143487.95
2435,146773.39
2436,124650.5
2437,122103.25
2438,125686.75
2439,107266.3
2440,116060.46
2441,103030.92
2442,101146.72
2443,118856.97
2444,100476.88
2445,109982.46
2446,135702.55
2447,142559.59
2448,161983.62
2449,101893.74
2450,128946.75
2451,124768.425
2452,244921.24
2453,121757.13
2454,156339.86
2455,99761.155
2456,126383.13
2457,117338.88
2458,100134.54
2459,108918.37
2460,124523.63
2461,118923.51
2462,119566.06
2463,112031.3
2464,185777.395
2465,133576.5
2466,117340.64
2467,122718.345
2468,107659.84
2469,104840.1
2470,190102.84
2471,161895.81
2472,172974.105
2473,123399.25
2474,122404.76
2475,195714.29
2476,112223.91
2477,134196.0
2478,157951.25
2479,136696.0
2480,138900.5
2481,136871.5
2482,124695.25
2483,124931.25
2484,127475.3
2485,125214.0
2486,163816.5
2487,233569.49
2488,115775.29
2489,148379.125
2490,156565.185
2491,117139.01
2492,185183.1
2493,162069.5
2494,177993.7
2495,170137.3
2496,218109.08
2497,138430.75
2498,121484.25
2499,127380.5
2500,146058.51
2501,142719.105
2502,133140.13
2503,114626.84
2504,192479.065
2505,233653.15
2506,253541.755
2507,349845.18
2508,256769.26
2509,227698.1
2510,221929.875
2511,185488.065
2512,215060.1
2513,225466.0
2514,209797.0
2515,146701.28
2516,177212.375
2517,144032.52
2518,138415.28
2519,230591.18
2520,212688.43
2521,205926.28
2522,223363.45
2523,130223.25
2524,139426.1
2525,138385.25
2526,138733.15
2527,132201.8
2528,127123.5
2529,125807.0
2530,125807.0
2531,243966.78
2532,232681.17
2533,208916.85
2534,223026.16
2535,296212.65
2536,185848.535
2537,202203.95
2538,182557.325
2539,182086.725
2540,190233.35
2541,180847.425
2542,180187.765
2543,128385.8
2544,137772.36
2545,121061.06
2546,139847.375
2547,137236.03
2548,191253.11
2549,180656.845
2550,327543.34
2551,146593.03
2552,125829.3
2553,127224.1
2554,137360.62
2555,98577.62
2556,112623.73
2557,117956.33
2558,210757.085
2559,144585.715
2560,116242.54
2561,96059.04
2562,133226.0
2563,153068.93
2564,158213.355
2565,150869.75
2566,138671.39
2567,132077.25
2568,175561.5
2569,174942.45
2570,96214.5
2571,236415.52
2572,138429.02
2573,183182.45
2574,370343.48
2575,113894.38
2576,139608.605
2577,161959.0
2578,98054.12
2579,89235.22
2580,133004.63
2581,132485.08
2582,110368.42
2583,250914.87
2584,162724.605
2585,190885.725
2586,209892.325
2587,210711.3
2588,127178.0
2589,136223.8
2590,210011.085
2591,227286.77
2592,258164.675
2593,236482.16
2594,181206.485
2595,188876.17
2596,332199.52
2597,211849.675
2598,307581.915
2599,325197.295
2600,280495.58
2601,145651.52
2602,91338.5
2603,86233.055
2604,90993.0
2605,91064.5
2606,140265.75
2607,174692.12
2608,189673.57
2609,158194.42
2610,122118.75
2611,176433.5
2612,157878.555
2613,131113.25
2614,131778.0
2615,145997.125
2616,126114.63
2617,169698.0
2618,201269.0
2619,197937.24
2620,180377.755
2621,197393.75
2622,209625.05
2623,263729.55
2624,359354.965
2625,363300.245
2626,181261.255
2627,172944.03
2628,381513.67
2629,430605.785
2630,304901.93
2631,468937.82
2632,359302.615
2633,290163.09
2634,381044.51
2635,156035.305
2636,166398.56
2637,145719.42
2638,249519.825
2639,182091.5
2640,156496.555
2641,124330.75
2642,191555.895
2643,94355.04
2644,130060.0
2645,92015.0
2646,87680.385
2647,92406.04
2648,136801.135
2649,146588.75
2650,136741.635
2651,139342.25
2652,450281.74
2653,250960.52
2654,322306.725
2655,343204.695
2656,284623.12
2657,269123.03
2658,292796.745
2659,293038.45
2660,294300.12
2661,326495.31
2662,312466.66
2663,209695.1
2664,233505.15
2665,267906.09
2666,254316.66
2667,180096.215
2668,180626.875
2669,190684.49
2670,274967.94
2671,180636.875
2672,184965.165
2673,209520.775
2674,209234.625
2675,169964.2
2676,181588.255
2677,230326.7
2678,281300.735
2679,236150.43
2680,275725.03
2681,330562.06
2682,321362.95
2683,519426.5
2684,301112.31
2685,327451.945
2686,238627.96
2687,266973.09
2688,229043.67
2689,186803.63
2690,466594.955
2691,209191.6
2692,148876.02
2693,191147.225
2694,150987.78
2695,181593.755
2696,181053.755
2697,226791.9
2698,210637.8
2699,189767.44
2700,182520.39
2701,176975.375
2702,131950.25
2703,146124.715
2704,143087.86
2705,131845.25
2706,125015.0
2707,124785.55
2708,137450.5
2709,124633.0
2710,126828.75
2711,269687.45
2712,318940.625
2713,150640.53
2714,163421.37
2715,170413.69
2716,165900.0
2717,198671.165
2718,228262.0
2719,161961.605
2720,155617.495
2721,140771.125
2722,161693.84
2723,132464.05
2724,125346.25
2725,140453.375
2726,146391.68
2727,151593.575
2728,158371.375
2729,158424.795
2730,148897.81
2731,105096.12
2732,114597.96
2733,153826.625
2734,154719.625
2735,141727.355
2736,159470.09
2737,115718.73
2738,141212.77
2739,154482.305
2740,133230.3
2741,145903.64
2742,148344.875
2743,149522.25
2744,142605.935
2745,122235.565
2746,120118.13
2747,153837.125
2748,137781.075
2749,126977.13
2750,139099.25
2751,118270.25
2752,236192.84
2753,157216.0
2754,237682.055
2755,118548.51
2756,97254.38
2757,96719.96
2758,60751.425
2759,142801.92
2760,142118.22
2761,147394.56
2762,146256.31
2763,157940.625
2764,158386.5
2765,274465.66
2766,138764.25
2767,111764.015
2768,142025.11
2769,139203.67
2770,133105.93
2771,123135.75
2772,132378.0
2773,135608.565
2774,142598.75
2775,122027.535
2776,119056.26
2777,126120.0
2778,91956.5
2779,137595.925
2780,106863.0
2781,103903.0
2782,111480.11
2783,121622.205
2784,118775.33
2785,147494.015
2786,73881.16
2787,114833.71
2788,102712.5
2789,142242.09
2790,102067.29
2791,125872.75
2792,103796.92
2793,161724.705
2794,107130.46
2795,127887.0
2796,105759.5
2797,207880.34
2798,135221.5
2799,119771.32
2800,102932.5
2801,115318.615
2802,136648.13
2803,195728.75
2804,177187.0
2805,109840.075
2806,104100.24
2807,184269.805
2808,144274.37
2809,127191.8
2810,140534.745
2811,156574.625
2812,137826.4
2813,191445.05
2814,168829.485
2815,112774.52
2816,240840.49
2817,139386.8
2818,123489.75
2819,143152.3
2820,146826.25
2821,115060.21
2822,185971.15
2823,323840.29
2824,160593.25
2825,155639.0
2826,133969.455
2827,135062.175
2828,297097.63
2829,195189.47
2830,191549.4
2831,182905.1
2832,326303.915
2833,244791.92
2834,227714.46
2835,234198.28
2836,182954.99
2837,160864.87
2838,149134.3
2839,180444.415
2840,188980.34
2841,210784.05
2842,189624.195
2843,158366.92
2844,162169.805
2845,125807.0
2846,213414.88
2847,208182.5
2848,206493.54
2849,216081.4
2850,255329.26
2851,244021.98
2852,233967.48
2853,230019.65
2854,144301.52
2855,192268.34
2856,213892.1
2857,182853.99
2858,187792.68
2859,129673.45
2860,133616.5
2861,162331.305
2862,208001.8
2863,144207.52
2864,290471.245
2865,146593.03
2866,162332.4
2867,95117.5
2868,123866.76
2869,129835.05
2870,170487.5
2871,111824.995
2872,74143.16
2873,118571.09
2874,135139.555
2875,122892.63
2876,150614.265
2877,140783.555
2878,156500.5
2879,127064.63
2880,118858.13
2881,144427.0
2882,147999.5
2883,137675.265
2884,143313.67
2885,189772.16
2886,206094.66
2887,112251.67
2888,115942.34
2889,92102.38
2890,85739.5
2891,140744.18
2892,102484.46
2893,128318.755
2894,86654.0
2895,295657.66
2896,248875.36
2897,186637.7
2898,142805.4
2899,217737.16
2900,160086.305
2901,203669.5
2902,191228.94
2903,369000.7
2904,305853.13
2905,177112.5
2906,192268.24
2907,121177.515
2908,125392.75
2909,159987.15
2910,84159.0
2911,91338.5
2912,164869.37
2913,91215.5
2914,91215.5
2915,90923.5
2916,90628.0
2917,163507.0
2918,141663.0
2919,232537.6
